,train_acc,train_loss,val_acc,val_loss
0,0.4560061208875287,1.3645209771764124,0.5418894830659536,1.308864738851945
1,0.5455241009946442,1.1940918939206648,0.5418894830659536,1.260799133947614
2,0.5462892119357307,1.1581511864155052,0.5418894830659536,1.2349500185453106
3,0.5577658760520275,1.1283529778427994,0.5418894830659536,1.2160296526184693
4,0.5570007651109411,1.1095736228790372,0.5418894830659536,1.2112823236009866
5,0.5646518745218057,1.093060735353734,0.5436720142602495,1.206098124517689
6,0.5707727620504973,1.071604719760314,0.5436720142602495,1.1952631737034163
7,0.5784238714613619,1.0685273743624348,0.5436720142602495,1.1909424088855478
8,0.5776587605202754,1.0512991233371831,0.5383244206773619,1.1851685450888785
9,0.5761285386381025,1.036515762218557,0.5418894830659536,1.1823451053649985
10,0.5899005355776588,1.0302751258574283,0.5418894830659536,1.1832379896373035
11,0.5914307574598316,1.0246586550166794,0.5401069518716577,1.1741476699630207
12,0.5929609793420045,1.008679023341724,0.5418894830659536,1.1744917103101014
13,0.5929609793420045,1.0049135790768706,0.5436720142602495,1.1732921996643624
14,0.6105585309869931,0.997047975533959,0.5436720142602495,1.17563407720729
15,0.5921958684009181,0.9956968844894608,0.5454545454545454,1.172288627760508
16,0.6082631981637338,0.980534631328539,0.5490196078431372,1.1705981114756403
17,0.6029074215761285,0.9749136360528913,0.5454545454545454,1.1699692891668296
18,0.6067329762815608,0.9675033391206066,0.5472370766488414,1.168781788485148
19,0.6067329762815608,0.9643088359365777,0.5454545454545454,1.1734281124915669
