-0.866339,0.164231,0.947816,1.285922,-1.588722,1.764730,-1.774433,-1.992553,0.169256,-1.360752,-1.228724,0.436061,0.428717,0.334296,-2.898937,-0.576152,0.686875,-0.343545,-0.505520,1.150061,0.804392,0.442434,-2.207276,0.668992,0.849696,-2.658763,-2.430834,-0.970700,-1.977387,-2.953798,0.244755,-2.283419,-1.131254,0.558366,0.969270,-0.275678,0.753148,-1.789071
-0.577025,0.485714,1.148126,1.918643,-1.323975,0.813199,-0.335940,-1.008273,-1.057416,-2.081873,-0.181347,1.251340,-1.517515,0.262443,-3.400239,0.096597,-0.546490,0.240083,0.608441,0.804578,-0.068326,0.946881,-1.556571,1.127513,1.289945,-2.155940,-1.708581,-1.922546,-3.115137,-2.547465,-1.064960,-1.249386,0.013241,1.466490,0.792328,1.049890,-0.511851,-0.205930
-0.860368,0.515055,0.756870,1.271828,-1.521302,1.513172,-1.690124,-1.356813,0.110437,-1.912644,-0.589952,0.618739,-0.224163,-0.426767,-3.208162,0.330266,-0.067260,-0.460964,0.081456,1.138059,0.244875,0.363862,-2.125638,1.123441,1.304361,-2.575592,-2.118658,-1.093505,-2.341883,-2.056992,0.480132,-2.376105,-1.413391,1.183275,0.682666,0.517253,-0.143304,-1.376780
-0.659752,-0.330217,0.736025,0.909516,-1.411308,1.724307,-1.465474,-1.185457,-0.471491,-2.365665,-0.502119,-0.046484,-0.309220,-0.804488,-3.389059,0.181338,-0.446643,-0.736103,0.174308,0.831372,0.063811,0.637103,-1.797500,1.497561,1.476873,-2.719878,-2.684207,-1.651016,-2.888556,-2.064640,-0.197916,-2.262819,-0.901858,1.128774,0.383601,0.560941,-0.413756,-0.840302
-0.780479,0.533577,1.076968,1.361285,-1.617009,1.363683,-0.981818,-1.141434,-0.926393,-1.743924,-0.323125,0.752334,-1.037471,-0.299661,-3.620610,0.780495,-0.830885,-0.285158,0.180325,0.878579,0.234122,0.376242,-2.028581,1.144568,1.204636,-1.951059,-2.471430,-1.399216,-2.798820,-2.559953,-0.168824,-1.842795,-1.060474,1.319595,1.041500,1.390428,-0.572411,-0.992497
-0.964120,0.849321,0.783690,1.292749,-1.579315,1.284335,-1.189087,-0.903713,-0.319513,-2.316314,-1.066130,1.069884,-0.520163,-0.156363,-3.799664,0.365302,0.023957,-0.274657,-0.185170,1.933598,0.335980,0.284955,-2.295290,1.079298,0.997615,-1.557612,-1.995195,-1.022491,-2.662041,-2.072197,0.139251,-2.594021,-1.507884,1.182321,1.371938,0.607295,0.119926,-1.161804
-1.325972,0.667274,0.611432,1.473269,-1.490261,0.648465,-0.296149,-1.187761,-1.212929,-1.969989,-0.443456,1.141732,-0.444016,0.227975,-3.442241,0.163748,-0.768162,-0.057687,0.189577,1.540705,-0.654358,0.329387,-2.389218,0.914165,1.052175,-1.467780,-1.822979,-1.922944,-2.887283,-2.685829,-0.966058,-1.776163,-0.573370,1.316702,0.963669,0.927332,-0.559590,-0.986853
-0.886054,0.150156,1.449314,1.354704,-0.770995,0.691311,-0.524917,-1.167731,-1.415376,-1.873904,0.473048,0.748411,-1.152367,-0.270433,-3.404489,0.636958,-1.174136,0.226702,0.642690,0.609753,-0.538970,1.084792,-1.594366,1.088378,1.259622,-1.946656,-1.810399,-1.813397,-2.878070,-2.280196,-0.974007,-1.412319,-0.542085,1.597875,0.514789,1.420890,-1.000837,-0.292014
-0.914383,0.375601,1.527040,2.043528,-1.901254,1.676843,-1.378625,-1.544573,0.157978,-1.889090,-1.060109,1.129410,-0.746485,0.001417,-3.961337,-0.126431,-0.324995,-0.137817,0.025443,1.359305,0.756807,0.589746,-2.659161,0.997744,1.045968,-2.616827,-2.446417,-1.481064,-2.789621,-2.968243,-0.187183,-2.308134,-0.933191,1.501315,1.014771,0.477857,-0.127499,-1.341574
-1.205887,-0.083074,0.868258,1.961238,-1.265613,1.384752,-0.529682,-1.575056,-0.789099,-1.679588,-0.627816,0.816930,-0.930717,-0.034102,-3.363279,-0.092780,-0.363076,-0.419235,-0.082087,0.943592,0.129494,0.888589,-1.316772,0.663555,0.590404,-2.183734,-2.140556,-2.070909,-2.973509,-2.564575,-0.902373,-1.496878,0.079821,0.432686,0.861468,0.844008,-0.292343,-0.716110
-0.568779,0.165545,0.861672,1.310682,-1.167479,1.360061,-1.230789,-1.537940,0.212772,-1.871128,-1.068282,0.899696,-0.424594,-0.290484,-3.170337,-0.003151,0.114512,0.190993,-0.202447,0.845690,0.858972,0.479656,-1.980001,0.911093,0.960852,-1.964862,-2.178636,-0.935824,-2.247472,-2.351947,-0.057123,-1.768820,-1.445323,1.173372,0.709918,0.334338,0.342852,-1.430647
-0.780024,0.362518,0.753359,1.482742,-1.343499,1.017201,-0.287195,-0.808195,-0.600179,-1.445800,-0.232605,0.650079,-1.362433,0.204960,-3.040258,0.113523,-0.664336,0.208684,0.126769,0.825093,-0.020319,0.250985,-1.383730,0.792292,0.813235,-1.160592,-1.440621,-1.513799,-2.917191,-2.617160,-0.859062,-1.405517,-0.465531,0.390737,0.926000,0.942620,-0.565173,-0.070533
-0.779785,0.087891,1.089350,1.809846,-1.414132,1.334023,-0.901073,-1.660963,-0.681295,-1.176374,-0.599466,0.562094,-0.683885,0.407900,-2.915570,-0.271269,-0.612896,0.019754,0.005258,0.735335,0.344614,0.373469,-1.701806,0.434533,0.512738,-2.160141,-1.885544,-1.516638,-2.546393,-3.012864,-0.565899,-1.644397,-0.555195,0.920988,0.647884,0.506063,-0.672445,-0.962832
-0.771345,0.253447,0.800091,1.652925,-1.229748,1.093107,-0.803248,-0.879989,-0.119057,-1.799730,-0.449517,1.193692,-1.321645,0.095200,-2.951123,0.097984,-0.400042,0.315730,0.349232,0.705665,0.196366,0.719058,-1.765931,0.899813,0.954030,-1.889913,-1.489313,-1.344832,-2.093774,-2.001264,-0.317042,-1.546748,-0.807976,1.457465,0.623861,0.594109,-0.296728,-0.577821
