0.544024,0.518634,-0.315580,0.060139,0.259966,0.435620,-0.164380,-0.037671,0.038927,-0.064826,0.221692,-0.562980,-0.278707,-0.346407,0.512975,-0.009717,-0.077817,-0.121093,0.445982,-0.078312,-0.116860,-0.508763,0.145927,-0.421558,-0.003829,-0.162519,-0.126256,0.052678,-0.022715,0.048469,0.168425,-0.337713,-0.104459,0.130216,0.163408,0.307171,-0.193196,-0.434635
0.479609,0.628584,-0.328970,0.188110,0.152152,0.198167,-0.014043,0.265675,0.168898,-0.527438,0.131351,-0.188111,-0.335825,0.094494,0.511235,-0.113492,0.129453,-0.007387,0.583219,0.123210,-0.265619,-0.101485,-0.220572,-0.397608,0.109557,-0.304845,0.003669,0.152573,-0.150610,-0.283581,-0.117155,-0.502185,0.305774,-0.255497,0.038192,-0.146033,-0.306598,-0.068245
0.416603,0.301294,-0.203503,0.193218,0.218502,0.310419,-0.057462,-0.159097,-0.102165,-0.151249,0.215751,-0.464446,-0.074793,-0.011891,0.456297,-0.204146,0.016869,0.000179,0.569905,-0.177862,-0.094722,-0.393661,-0.142000,-0.342074,0.045110,0.212904,-0.170445,0.036511,-0.128991,0.109512,-0.106037,-0.138815,0.066074,0.106988,0.250150,0.069417,-0.034435,-0.243365
0.043406,0.556903,-0.235551,0.059654,0.168898,0.090068,-0.162746,0.090949,0.249990,-0.320514,0.014760,-0.256441,-0.287620,-0.097675,0.167170,-0.272634,-0.069468,-0.077388,0.035967,-0.245769,-0.190305,-0.008859,-0.315267,-0.124978,-0.150424,-0.256069,0.098361,0.064971,-0.315609,-0.140804,-0.065139,0.006451,0.181382,0.010994,0.209890,0.053969,-0.292609,-0.091052
0.574037,0.868992,-0.130937,0.367417,0.357061,0.058024,0.059999,-0.043507,0.377055,-0.683345,-0.032234,-0.530997,-0.217338,-0.324897,0.364739,-0.388088,-0.030837,-0.104593,0.409834,-0.269493,0.294233,-0.164592,-0.303086,-0.335028,0.145179,0.063074,-0.229971,0.187697,-0.194666,-0.118582,0.082538,-0.223446,0.219751,0.034528,0.135842,-0.090660,-0.170613,-0.063760
0.324594,0.315694,-0.087419,0.029737,0.111109,0.216692,-0.209800,0.090510,0.025632,-0.386654,0.260867,-0.558041,-0.197914,-0.156418,0.351705,-0.240618,0.067447,-0.101302,0.678581,-0.134920,-0.104988,0.157302,-0.282695,-0.190511,0.094444,-0.124334,0.070489,-0.099562,0.084084,-0.207144,-0.022490,-0.143465,-0.011611,0.063115,-0.046071,0.056424,-0.268101,-0.263750
0.359601,0.501750,-0.275297,0.103073,0.112721,0.088720,-0.174192,0.163822,-0.184385,-0.166944,0.087257,-0.483067,0.006334,0.179514,0.392630,-0.429654,-0.079726,-0.254610,0.330829,-0.086001,0.135751,-0.398991,-0.203140,-0.115423,0.142692,0.077892,0.017511,0.118838,0.223790,-0.098614,-0.000283,-0.150925,-0.136179,0.167568,0.122146,0.042827,-0.234358,-0.003250
0.309161,0.436434,-0.082266,-0.028527,0.119124,0.489531,-0.197083,0.264389,-0.085537,-0.276104,0.183800,-0.567084,0.023975,-0.087323,0.504749,-0.247126,-0.190787,0.408457,0.330267,-0.111876,-0.133542,0.158185,-0.297907,-0.201250,-0.061044,0.066014,-0.062594,0.160028,-0.038695,-0.253639,-0.132777,-0.526714,-0.166704,0.272072,-0.191709,-0.045239,-0.142342,-0.068613
0.386987,0.347274,0.053701,0.054744,0.232041,-0.064981,-0.201335,0.244972,0.257603,-0.122831,0.203220,-0.376390,0.005301,-0.349174,0.551637,-0.062410,-0.396065,-0.126645,0.331373,-0.192430,0.141999,-0.147815,-0.282190,0.039359,-0.219607,0.125742,-0.275596,0.293167,-0.290894,-0.206999,-0.064860,-0.154627,0.009819,-0.116389,0.108452,-0.025935,-0.128785,-0.004696
0.295312,0.598207,0.103990,0.112297,0.101969,0.388252,-0.149778,0.152698,0.280148,-0.273740,-0.165629,-0.363749,-0.254574,0.021650,0.439376,-0.491312,-0.178476,-0.006350,0.742572,-0.044004,0.095003,-0.293790,0.017292,-0.337354,0.230457,0.015543,0.141371,0.007216,-0.055314,-0.084303,-0.030024,-0.240544,0.126586,0.060909,0.140478,0.159843,0.037017,-0.304255
0.526581,0.653644,-0.228818,0.097787,-0.292747,0.232048,0.060219,-0.084266,0.386895,-0.383656,-0.000865,-0.180711,-0.372001,-0.234561,0.284621,-0.238854,-0.129225,-0.202093,0.484136,0.098794,0.131010,-0.127536,-0.087195,0.042735,0.166054,0.066107,-0.324421,0.206405,0.104499,-0.244600,-0.037894,-0.237501,0.021442,-0.060721,0.084006,0.059267,-0.289197,-0.057798
