-0.803238,-2.798051,-0.202039,1.121782,0.094306
-1.564117,-1.195421,-0.364998,1.439397,-1.229346
-2.073772,-1.428864,0.497345,0.821742,-1.386703
-1.373242,-0.753064,0.734822,0.374257,-0.998861
-2.063331,-1.186249,0.437611,1.200106,-1.254413
-1.487619,-2.829781,0.056250,1.164918,-0.023091
-1.909167,-2.711281,0.824079,0.569325,-0.602797
-1.545433,-1.794001,-0.293496,1.351333,-0.584044
-1.657797,-2.970943,0.412900,1.732696,-0.933762
-1.086357,-0.405571,-0.002414,0.689914,-0.800445
-2.032668,-2.050434,-0.323297,2.074306,-1.136536
-0.602807,-1.366530,0.011953,1.213624,-0.938375
-1.766924,-2.702956,0.678471,1.310161,-0.675602
-1.607117,-1.349113,0.277578,0.748197,-0.762289
-0.847674,-2.371466,0.580368,1.432121,-1.419345
-1.523799,-2.434949,-0.074050,1.440917,-0.248882
-3.023266,-1.077887,-0.091140,1.455048,-0.636462
-1.236079,-1.736004,-0.510470,1.813054,-1.576112
-1.071019,-1.321456,-0.692929,0.388175,-0.385870
-0.822284,-1.134566,0.068670,0.973716,-0.824429
-0.528495,-1.513520,0.541270,1.039698,-1.122682
-0.789679,-1.895617,0.216443,1.756375,-1.838736
-1.323692,-1.383351,-0.317912,1.143368,-0.272008
-2.151865,-2.271977,-0.384628,2.358220,-1.365078
-2.151212,-2.329801,0.533028,1.384518,-0.928519
-1.513265,-2.643274,0.704066,1.590340,-1.504240
-1.884934,-1.450497,0.183142,1.173224,-0.894343
-1.293510,-2.835606,0.533074,1.732650,-1.545182
-1.280387,-2.788880,0.545376,0.699615,0.475735
-0.923138,-1.925154,-0.433719,1.966126,-1.259829
-0.798335,-2.566630,-0.362158,1.919323,-1.076906
-1.867933,-1.632735,-0.055975,1.732755,-1.412151
-1.437514,-1.391017,-0.812195,1.634750,-0.767857
-1.800818,-2.157664,0.513656,1.085668,-0.379566
-1.395872,-1.247292,0.045694,1.541939,-2.448391
-1.803507,-2.145911,-0.388767,1.717560,-1.710842
-0.896101,-1.847278,0.552346,1.574164,-1.952999
-2.605545,-1.363507,0.718398,1.478421,-1.308842
-1.261476,-2.116486,0.975023,0.992712,-1.768228
-1.368619,-1.672605,0.535033,1.455839,-0.847337
-1.503763,-1.067543,0.904110,-0.218388,0.311918
-0.402246,-1.378238,-0.410927,0.925911,-0.241511
-1.617678,-2.807849,0.156328,2.084074,-1.287821
-1.780206,-2.599555,0.770836,1.174613,-1.433547
-1.105360,-1.912367,0.296772,0.894707,-0.358712
-0.769373,-2.443587,0.023630,1.771820,-1.062716
-1.204718,-2.755445,-0.245232,2.025246,-0.534295
-1.202525,-2.155831,0.207427,1.220338,-0.645082
-1.884041,-2.097320,0.677823,0.760892,-1.214909
-1.270518,-1.021883,0.253532,0.968072,-0.751776
-2.065737,-2.036365,0.226265,1.276680,-1.069707
-1.037240,-2.032355,0.382148,1.281451,-0.331563
-0.882137,-2.647655,-0.431418,2.398201,-1.184392
-2.031117,-1.194406,-0.449017,1.087024,-0.493322
-1.127212,-1.570837,0.262474,1.296626,-1.250146
-1.284720,-1.711327,-0.916471,2.024862,-0.768253
-1.567838,-2.356456,-0.074913,1.868897,-0.719372
-0.610394,-1.062224,0.243171,0.880255,-0.571946
-1.607538,-2.441193,0.647242,2.142349,-1.878167
-0.769169,-1.537739,-0.573814,1.511597,-0.449362
-1.305523,-2.580815,0.757286,0.890170,-0.355947
-2.219192,-2.476495,0.618671,1.560022,-1.000495
-1.303837,-1.998794,-0.075051,1.844937,-1.561052
-0.818149,-1.209976,-0.073837,0.613728,-0.660617
-1.587260,-1.156805,0.128972,1.469358,-1.268487
-1.982391,-2.772226,0.843260,1.654554,-1.691391
-0.998507,-2.040472,0.255573,0.768151,-0.698682
-0.528261,-1.725657,0.173438,1.414991,-1.265696
-2.496544,-2.460012,0.301219,1.354508,-0.836448
-0.445920,-1.341141,-0.285990,0.797318,-0.978239
-1.446879,0.108674,-0.020574,0.910681,-1.166961
-1.836160,-1.289762,0.601193,1.304526,-1.754465
-1.994477,-2.263133,0.551835,1.189008,-0.976269
-2.274519,-3.334766,0.608758,2.318880,-1.215542
-1.968661,-1.542868,0.527263,0.741742,-0.336722
-1.433991,-1.951043,0.050532,0.792861,0.153346
-2.479148,-1.880661,0.443649,1.676374,-1.883326
-1.146969,-1.226731,0.282599,1.108153,-1.334274
-1.532712,-2.079548,0.307106,1.753459,-1.665682
-1.875866,-3.447319,0.307592,2.108659,-1.299384
-0.997775,-2.360732,-0.246868,1.160764,0.317715
-1.124668,-1.854834,-0.045582,0.811203,-0.605969
-1.191173,-1.983139,0.633055,1.518178,-1.950513
-1.098341,-2.250564,-0.304848,1.385952,-0.418882
-1.368661,-1.585461,0.074020,1.217424,-0.970330
-2.186230,-1.992421,-0.249705,2.537775,-1.576150
-1.643389,-1.545215,0.643922,0.918679,-0.877703
-0.886556,-3.483997,-0.291109,1.491047,-0.647033
-2.194319,-1.988228,0.723175,0.644003,-0.529061
-1.522996,-2.496809,0.537940,1.043550,-0.708934
-1.274131,-1.923217,0.676030,1.224706,-0.848522
-2.525978,-1.232247,0.115820,0.900105,-0.758319
-1.434587,-1.198319,0.491892,0.313778,-0.465164
-1.307894,-1.986478,0.572617,1.520409,-1.675292
-1.735881,-2.022063,-0.118350,1.636572,-0.850242
