0.189736,-0.115331,0.112520,-0.070874,-0.126189
0.201822,0.089799,0.036855,0.096137,-0.224673
0.048469,0.056096,0.104454,0.000253,-0.104446
0.108979,-0.110457,0.017706,-0.014077,-0.068666
0.202521,-0.190340,0.105940,-0.162457,-0.291501
0.095113,0.014675,-0.017040,0.129143,-0.163721
0.075429,-0.101135,-0.062050,0.060348,-0.099851
0.116823,0.000275,-0.001963,-0.136225,-0.313460
0.226552,-0.074171,0.113926,-0.077950,-0.089594
0.043283,-0.151154,-0.011275,-0.052275,-0.237541
0.176700,0.087387,0.118246,-0.008481,-0.173994
0.086935,-0.028639,0.057550,0.003773,-0.231286
0.050391,0.007005,0.003058,-0.017211,-0.101910
0.266088,-0.069770,-0.091163,0.003358,-0.088432
0.323516,-0.090412,-0.047983,-0.017532,-0.118296
0.248083,-0.056556,0.068712,-0.013172,-0.069699
0.310304,-0.021162,-0.039113,0.019217,-0.056136
-0.007405,-0.034517,-0.045247,0.072878,-0.263042
0.064250,0.108318,-0.067700,0.136622,-0.054924
0.015543,-0.046049,-0.009777,0.052065,-0.133250
0.130389,0.267649,-0.001260,0.002582,-0.170108
0.152080,-0.110201,-0.098461,-0.181477,-0.070014
0.203096,0.006633,-0.019229,0.019876,-0.079156
0.297339,-0.034569,-0.003019,-0.070382,-0.057425
0.107828,0.069292,-0.045294,-0.071361,-0.129220
0.131971,-0.072912,-0.144410,0.053749,-0.057695
0.227765,-0.098672,-0.108579,-0.082425,-0.079617
0.457713,-0.031677,-0.058738,-0.011001,-0.051462
0.096848,-0.143251,-0.019538,0.023943,-0.297053
0.067663,0.023148,0.037220,-0.082278,-0.095283
0.112222,-0.013289,0.037280,0.098877,-0.254342
0.091825,0.070015,-0.078862,-0.033670,-0.102785
0.212959,-0.066625,-0.043963,-0.101261,-0.177125
0.175651,0.043714,0.197102,-0.128437,-0.161224
0.089146,-0.109955,0.208756,-0.143204,-0.404096
0.298696,-0.039708,-0.010551,0.070674,-0.098827
0.351091,-0.115972,-0.134824,-0.026951,-0.139911
0.232659,0.065013,-0.143587,-0.002540,-0.176407
0.167312,-0.049713,-0.135645,0.075459,-0.227733
0.232734,0.066608,-0.041566,0.025153,-0.029980
0.259742,-0.031312,0.087277,-0.014170,-0.234419
0.306464,0.076954,0.011598,-0.004690,-0.126515
0.102411,0.021908,-0.009809,0.045431,-0.237944
0.318421,-0.071606,0.189349,-0.004598,-0.366518
0.211153,-0.035334,-0.136078,0.025431,-0.025756
0.194190,0.010013,0.094144,-0.056357,-0.091155
-0.017081,0.001608,-0.032968,-0.091446,-0.204196
0.265234,0.080185,0.070097,0.033714,-0.215568
0.180844,-0.093755,0.086965,0.089692,-0.136913
0.322241,-0.028178,-0.058543,-0.034886,-0.099488
0.225027,-0.228683,0.092824,-0.074340,-0.281499
0.325620,-0.052216,-0.001479,-0.045291,-0.281691
0.246447,-0.088989,0.207036,-0.072105,-0.258062
0.200073,0.005895,-0.043839,-0.101532,-0.288577
0.254772,0.006164,-0.033831,0.069116,-0.154721
0.357960,-0.050634,0.058018,-0.017194,-0.176116
0.273923,-0.049767,0.005254,-0.031201,-0.107504
0.129532,0.048755,-0.035883,-0.014421,-0.205137
0.194114,-0.048962,-0.121407,-0.003423,-0.083067
0.052345,0.137498,0.027644,0.122027,0.075829
0.288028,-0.237357,0.051703,0.118002,-0.189636
0.223888,-0.028826,-0.052181,0.007260,-0.196851
0.357596,-0.026797,0.017629,-0.062253,-0.140124
0.043508,-0.046571,-0.006509,0.046245,-0.176344
0.197154,-0.058941,0.063039,-0.021497,-0.204480
0.230705,-0.089511,0.068508,-0.092203,-0.227651
0.137715,-0.060646,-0.165002,0.072816,-0.029463
0.161433,0.016919,0.035923,-0.012879,-0.142947
0.177264,-0.178964,-0.188943,0.021235,-0.218608
0.361393,0.131383,0.005419,-0.031226,0.016019
0.264227,-0.044674,-0.111461,-0.156881,-0.119002
0.478357,-0.010142,-0.062291,0.068508,-0.012709
0.129144,-0.196548,-0.023788,-0.002212,-0.224794
0.134910,-0.013352,-0.059538,-0.070964,-0.148451
0.229140,-0.094111,-0.052487,-0.031624,-0.160100
