0.533815,-0.112437,0.069549,-0.493548,0.052799,0.045831,-0.295594,0.112929,-0.195382,0.016057,-0.385993,0.031851,-0.225617,-0.070120,-0.304689,-0.251381,0.101775,-0.080769,0.049202,-0.401184,0.241608,0.096403,0.404440,0.090296,-0.089526,-0.319488,-0.020183,0.079356,0.083875,-0.296000,0.049363,-0.392585,0.418050,-0.197413,-0.963003,0.170564,0.349426,-0.236475,0.097847,-0.080044,0.291869,0.173801,-0.062223,0.200378,-0.117132,-0.464341,-0.259746,-0.052685,0.300803,0.059567,-0.202490,-0.288887,-0.231653,0.271147,-0.158768,-0.280570,0.192815,0.055443,-0.030623,-0.104705,0.117812,0.473200,-0.161948,0.140447,-0.474109,-0.443143,-0.088372,-0.413375,-0.009511,-0.354120,-0.493827,-0.041517,-0.346011,-0.522078,0.036506,0.261294,0.065112,0.139974,-0.302088,-0.187842,0.277651,0.566344,0.192860,-0.378810,-0.100843,-0.027232,1.268983,-0.308229,-0.126474,-0.035317,0.169239,0.291794,0.036718,-0.161664,0.090484,-0.091862,0.192826,0.296988,-0.344015,0.561493,-0.251689,-0.175787,-0.066100,-0.155659,0.313115,0.045828,-0.383240,-0.134722,-0.135986,0.572820,-0.107994,0.363542,-0.070953,-0.431500,-0.044503,0.612252,-0.444896,-0.250193,0.317817,0.089392,0.328328,-0.014473,0.002642,0.083801,0.301205,0.360738,0.532651,0.320382,-0.213938,-0.523025,0.135161,0.333308,0.171211,0.195004,-0.111362,0.403561,0.036907,-0.164451,0.381918,0.473538,0.574672,-0.488217,-0.534359,0.260688,-0.233675,-0.189000,0.043161,0.267888,-0.115197,-0.109985,-0.079453,-0.492034,-0.096000,0.043179,-0.303720,0.282044,-0.194211,-0.209619,0.527230,-0.084553,-0.137262,0.124291,-0.257807,0.088297,-0.141506,0.110234,-0.393817,0.089362,0.400438,-0.348492,-0.258408,0.357929
0.701353,-0.536824,0.018026,-0.407102,0.111815,-0.036288,-0.308355,-0.012394,-0.012023,-0.057288,-0.325471,0.192451,0.018717,0.239101,-0.179472,-0.517915,0.172379,-0.077697,0.093423,-0.344085,-0.056863,0.213637,0.509043,0.177480,0.091588,0.111585,0.036142,-0.078327,0.217636,-0.183547,0.081895,-0.451745,0.251062,-0.155142,-0.400763,0.269894,0.096511,-0.164230,-0.329991,0.130398,-0.098474,0.184002,-0.348028,0.137606,0.279194,-0.571731,0.023849,-0.142558,-0.097751,0.063893,-0.108443,-0.726784,-0.170980,0.046619,-0.001507,-0.055561,-0.076742,0.154413,0.011214,-0.221442,-0.022860,0.480692,-0.009894,-0.036210,-0.068082,-0.504173,-0.007200,-0.664752,-0.254989,-0.216265,-0.256547,-0.314348,0.003308,-0.353844,-0.105659,-0.166366,0.013101,0.156625,-0.237063,-0.014782,0.084982,0.494784,0.269647,-0.206331,-0.291899,-0.317450,0.878923,-0.011450,-0.358813,0.556414,0.155168,0.306615,0.042864,0.361514,0.160839,-0.162595,0.350855,0.262832,-0.512599,0.549836,-0.250278,-0.017865,-0.105681,-0.265447,0.018416,-0.123865,-0.495278,-0.493086,-0.128303,0.405196,0.187603,0.350203,-0.320360,-0.129524,-0.381134,0.185402,-0.127319,-0.196433,0.315121,-0.289322,0.171623,0.072544,-0.197599,0.156247,0.082162,0.013007,0.390766,0.288624,-0.090319,-0.220768,0.080379,0.217619,0.092513,-0.004684,0.166629,0.470616,-0.166544,-0.213896,0.557582,0.585234,0.362400,-0.174117,-0.362457,-0.077417,-0.261909,0.104882,-0.058462,0.256642,-0.269060,-0.364705,0.307869,0.033256,-0.035359,-0.320469,-0.291517,0.317893,0.132013,-0.315737,0.382030,-0.038565,-0.041871,0.010172,-0.197172,-0.080571,-0.279724,0.298125,-0.339961,-0.232361,0.384729,-0.228643,-0.351687,0.272911
0.999842,-0.109895,-0.099938,-0.110184,-0.210219,-0.055600,-0.071134,-0.048546,0.260735,0.056037,-0.273393,-0.003953,-0.012632,-0.051124,-0.095447,-0.155158,0.126924,-0.145553,-0.010709,-0.304429,0.047552,-0.148834,0.352015,0.185131,-0.159354,-0.093440,-0.166204,0.011954,0.441294,-0.114614,0.065363,-0.229306,0.361553,-0.037072,-0.776623,0.321177,0.243287,-0.237529,0.160794,-0.122309,0.026139,0.431768,0.253478,-0.021514,-0.075649,-0.405638,-0.157420,-0.144422,0.251568,0.215266,-0.039682,-0.581030,-0.314862,0.073310,-0.270496,-0.137947,0.018227,-0.133126,0.061309,-0.244465,-0.136917,0.248973,-0.033170,-0.074764,-0.484366,-0.433037,-0.120911,-0.548673,-0.166337,-0.037983,-0.144128,-0.129331,-0.379777,-0.162876,0.179410,0.020165,0.154653,-0.000811,-0.083888,0.155727,-0.083293,0.665331,0.175063,-0.462180,-0.162267,0.050809,1.028435,0.018378,-0.100816,-0.056904,0.000297,0.151418,0.233624,0.113674,-0.016960,-0.134188,0.286335,0.101620,-0.247903,0.373186,-0.232460,-0.172854,0.031498,-0.479799,0.322811,-0.113401,-0.362758,-0.358982,-0.175162,0.103835,0.099724,0.299093,-0.015878,-0.267155,0.035884,0.316243,-0.245099,-0.097339,0.384525,0.216195,-0.025398,0.293129,-0.236325,0.144354,0.386451,0.370046,0.271881,0.075992,-0.162908,-0.436967,0.166813,0.168899,0.003697,-0.130918,0.098659,0.194888,0.032472,-0.259466,0.246830,0.409395,0.389571,-0.573850,-0.270778,0.266292,-0.352526,0.104474,-0.106971,0.214574,-0.069780,-0.073578,0.111117,-0.324031,0.034492,-0.169408,-0.248326,0.478116,-0.037352,0.220768,0.430896,-0.137404,-0.376815,-0.093091,-0.309913,0.322688,-0.385547,0.431452,-0.334506,-0.036410,0.080956,-0.312344,-0.419533,0.113669
0.659633,-0.138638,-0.188426,-0.186942,-0.100637,-0.081641,-0.391237,-0.000886,0.148260,-0.264176,-0.082432,0.186523,0.213132,0.176302,-0.191639,-0.539000,0.209038,0.064432,0.196889,-0.365218,0.036358,0.265067,0.266320,-0.142029,0.105900,0.118611,-0.125982,-0.068839,-0.285617,-0.034514,0.023525,-0.328409,0.320848,0.139983,-0.205012,-0.077744,0.321040,-0.098115,-0.169803,-0.075259,0.116058,0.366386,0.019775,-0.070303,0.217068,-0.680941,-0.439356,0.237224,0.055843,0.092763,0.409026,-0.251964,-0.420713,0.045001,-0.101602,-0.007843,0.132562,-0.142641,-0.100421,-0.220466,0.064621,0.307364,-0.181361,-0.326158,-0.052419,-0.233359,-0.118339,-0.704045,0.026885,0.233788,0.003060,-0.071929,-0.230058,-0.461510,-0.195569,-0.353377,-0.044863,-0.065995,-0.102938,-0.097944,0.056638,0.403225,-0.198360,-0.111754,-0.295963,-0.346906,0.856712,0.172326,-0.296211,0.186213,-0.354086,0.161284,0.212154,0.247101,-0.252305,-0.279388,-0.047878,0.271567,0.059918,0.321500,-0.385474,-0.224012,0.216355,-0.245124,0.202258,-0.029527,-0.364380,-0.402843,-0.217793,0.114859,0.069887,0.320703,0.248523,-0.243333,0.032259,0.333123,-0.472849,0.104246,0.035752,0.315222,-0.139721,-0.077695,0.184182,0.180780,0.155944,0.382007,0.268585,0.394735,-0.104213,-0.747994,-0.070121,-0.242306,-0.145669,-0.174681,0.035965,0.219561,-0.224923,0.023968,0.256323,0.196928,0.298971,-0.129784,-0.438224,-0.020491,-0.113939,0.102003,-0.053100,0.105915,-0.202518,-0.153933,0.154936,0.034021,0.160312,-0.263928,-0.243293,0.112245,-0.070468,-0.361906,0.245348,-0.092455,-0.104386,-0.124090,-0.253229,0.010353,-0.243392,0.306672,-0.363854,-0.070247,0.044501,-0.189126,-0.463374,0.321759
0.780360,-0.091584,0.067910,-0.239715,0.086209,-0.123708,-0.289421,0.175757,0.011599,-0.047390,-0.051283,0.001299,-0.021170,0.047722,-0.273950,-0.321684,0.042901,0.048774,0.131261,-0.359158,0.102670,0.415608,0.231539,-0.225336,0.112179,0.006122,0.056835,-0.163433,0.250848,-0.040141,-0.078148,-0.346509,0.402260,-0.174025,-0.586167,-0.025991,0.308642,-0.133586,-0.359732,0.127655,0.069966,0.013847,-0.224508,0.126896,0.304663,-0.491420,-0.317023,0.074334,-0.008296,0.041633,0.058220,-0.692343,-0.367986,0.254023,-0.102975,-0.310686,0.198640,0.134066,0.211564,-0.342719,0.025816,0.075654,-0.043627,-0.162313,-0.196941,-0.125073,-0.141297,-0.787265,-0.226888,-0.000211,0.053037,-0.160760,-0.205251,-0.410239,-0.154210,-0.169566,-0.042949,0.091282,-0.291867,-0.240491,0.068904,0.366503,0.070574,-0.293856,-0.315225,-0.012415,0.911179,-0.158242,-0.382011,0.330311,0.264236,0.278025,-0.065236,-0.020878,-0.075752,-0.130992,-0.043245,0.272364,-0.099531,0.449885,-0.511332,-0.049981,-0.100865,-0.222456,0.131174,0.003416,-0.393779,0.086818,-0.291839,0.347099,-0.086249,0.572176,0.118548,-0.413503,-0.015600,0.287720,-0.262388,-0.088255,0.252865,-0.187782,0.172529,-0.059915,0.125871,0.548009,0.012165,0.210725,0.302547,0.035458,-0.122067,-0.402726,-0.028600,0.146931,-0.046137,0.011295,-0.171120,0.191963,0.035116,-0.025178,0.360604,0.625672,0.556710,-0.098073,-0.313626,0.046180,-0.160688,0.112206,-0.010237,0.152080,-0.107385,-0.032128,0.141019,0.340357,-0.052093,-0.108005,-0.003196,0.385277,0.113373,-0.155836,0.344028,-0.099427,-0.218895,-0.093541,-0.297783,0.126100,-0.005186,0.143875,-0.747923,-0.303542,0.110578,-0.234918,-0.467622,0.655790
0.605332,-0.319429,-0.332820,-0.352418,0.010850,0.065412,-0.541579,0.014159,0.090488,-0.281229,-0.559073,-0.005647,-0.209123,0.133966,-0.706805,-0.451685,0.135499,0.092184,0.002132,-0.460610,-0.121967,0.026257,0.294085,0.228851,0.115529,-0.413958,-0.100883,0.200068,0.240959,-0.200624,0.060220,-0.282431,0.464267,0.013936,-0.538093,0.160717,0.290487,0.105812,-0.265756,0.205727,-0.078161,0.542041,0.122180,0.098524,-0.227441,-0.557741,-0.236152,0.158006,-0.038140,0.104022,0.086501,-0.532172,-0.259683,0.187500,-0.006388,-0.094523,0.188487,0.097333,-0.025597,-0.471327,-0.101092,0.220409,0.171582,0.217441,-0.313414,-0.108190,-0.183479,-0.353492,-0.088478,-0.528612,-0.273706,-0.316577,-0.634007,-0.528309,0.026628,-0.296383,0.318419,0.089911,-0.378470,-0.202109,0.159670,0.673806,-0.174186,-0.241021,-0.092392,-0.289027,1.501393,-0.114283,-0.354201,0.522027,0.280202,0.245100,0.528491,-0.108846,0.010833,-0.092762,0.087634,0.284375,-0.249853,0.198231,-0.338060,-0.038733,-0.152763,-0.382846,0.103241,-0.193140,-0.616304,-0.509883,-0.410481,0.520952,0.279718,0.346314,-0.022721,-0.358671,-0.096439,0.339052,-0.580108,-0.188169,0.596712,0.078190,0.031052,0.068716,0.105782,-0.003832,0.092156,-0.104538,0.227458,0.255322,-0.423410,-0.464632,0.278629,-0.029519,0.036499,0.050624,-0.095883,0.361050,-0.148581,-0.032404,0.045287,0.752642,0.442389,-0.491289,-0.594887,0.026348,-0.029697,-0.219642,-0.231872,0.448865,-0.273193,-0.271749,0.104101,-0.150123,0.299490,-0.246059,-0.218840,0.258475,-0.412494,-0.392709,0.426197,-0.099730,-0.319038,-0.149986,-0.207630,0.246668,-0.303079,0.079521,-0.337947,0.080069,0.004625,-0.448152,-0.638679,0.327158
0.543534,-0.632027,-0.135751,-0.463663,-0.052655,-0.095194,-0.171435,0.183670,0.157080,-0.077124,-0.352253,-0.135283,-0.011764,0.321814,-0.056738,-0.280383,-0.109642,-0.075485,0.242065,-0.540142,-0.068532,0.069636,0.500088,0.074014,-0.190604,-0.156523,0.057576,0.073724,0.351024,-0.335256,-0.091294,-0.452958,0.444954,-0.305030,-0.645556,0.079714,0.161037,-0.141899,-0.172032,0.050480,0.159910,0.230071,-0.073020,-0.111414,0.202304,-0.637342,-0.236644,0.008844,0.355929,0.012740,-0.109861,-0.545575,-0.264017,-0.017742,-0.208064,-0.183726,-0.150089,-0.046457,0.075108,-0.193468,-0.048765,0.116625,0.180989,-0.030155,-0.177827,-0.323091,-0.097226,-0.522836,-0.315239,-0.045955,-0.130502,0.043155,-0.150745,-0.275739,-0.003175,-0.265238,0.211397,0.132065,-0.305016,0.063753,-0.186578,0.701181,0.278785,-0.508163,-0.265661,-0.171187,1.119031,0.069898,-0.207311,0.133776,0.532444,0.348507,0.143432,0.022237,-0.100176,-0.064870,0.468448,0.116387,-0.328396,0.581663,-0.372614,-0.200741,-0.276713,-0.284642,0.191402,-0.055813,-0.143335,-0.398192,-0.179043,0.246828,0.466990,0.476664,-0.108324,-0.259055,-0.074912,0.449290,-0.406845,-0.322206,0.205026,0.248469,0.345223,-0.014988,-0.032127,0.265949,0.260767,0.229673,0.565397,0.261561,-0.140088,-0.428456,-0.037454,0.123782,0.053563,-0.230928,-0.236450,0.317096,-0.049950,-0.030901,0.233940,0.477708,0.438505,-0.239825,-0.367527,0.158336,-0.258938,-0.159501,-0.202666,0.270185,-0.222489,-0.065812,0.018634,-0.136185,0.023931,0.091139,-0.148649,0.201464,-0.007672,0.317214,0.661258,-0.287047,-0.149316,0.098042,-0.258426,0.260946,-0.067889,0.319932,-0.169977,-0.185515,0.080413,-0.143314,-0.375742,0.183452
0.569548,0.002341,0.259313,-0.025790,-0.251206,-0.266981,-0.221454,-0.102961,0.064665,-0.064468,-0.142970,0.322517,-0.289677,0.438507,-0.327543,-0.239090,-0.245926,-0.169134,0.137359,-0.415997,0.173974,0.199290,0.560228,0.169099,0.051345,-0.127688,-0.159625,0.070550,0.465238,0.062056,0.018737,-0.528024,0.402508,-0.084361,-0.638268,0.319124,0.284946,-0.217232,-0.401081,-0.143189,0.076155,0.238614,0.171441,0.030375,0.157794,-0.127710,-0.182387,0.213682,-0.129592,0.254103,-0.292132,-0.575926,-0.331175,0.379496,-0.065652,-0.056275,0.081870,-0.059687,0.113595,-0.209218,0.021063,0.297631,-0.029434,-0.183716,0.032440,-0.213381,-0.315913,-0.343263,-0.358052,-0.138567,-0.255567,-0.030656,-0.389668,-0.237974,0.405526,0.258878,-0.264096,0.534930,-0.389532,-0.344125,-0.001511,0.406920,0.390627,-0.179816,-0.247870,-0.222137,0.773353,-0.131527,-0.139761,0.237709,0.140090,0.250127,0.202065,-0.076327,0.108595,0.038375,0.150516,-0.160097,-0.208954,0.281665,0.006013,-0.220267,-0.299418,-0.159283,0.144818,-0.081326,-0.209742,0.051466,-0.074720,0.121105,0.340827,0.242135,-0.151551,-0.200111,-0.579326,0.353263,-0.490993,-0.144547,0.337759,0.112621,0.265101,-0.079080,-0.172579,0.114827,0.264091,-0.064027,0.225085,0.208993,-0.187751,-0.217206,-0.024101,0.182791,0.146532,0.013284,-0.191946,0.136048,0.031115,-0.228800,0.218105,0.434693,0.451904,-0.315287,-0.269737,0.155551,-0.154405,0.195121,0.254607,0.263467,0.062850,0.107807,-0.001599,-0.273205,0.171565,0.039921,-0.213811,0.208392,0.063418,0.105434,0.494088,0.019356,-0.007389,0.225475,-0.078205,0.267554,-0.470461,0.155496,-0.400022,-0.106384,0.061560,-0.154827,-0.361903,0.334717
0.938046,-0.254166,-0.069091,-0.393247,0.022491,-0.181459,-0.384150,-0.049685,-0.249987,0.023566,-0.136779,0.218585,-0.054380,0.326579,-0.282119,-0.677580,-0.089180,0.112916,0.284310,-0.183371,0.189455,0.275254,0.366015,-0.132777,0.260887,0.006813,-0.180590,-0.093895,-0.024937,-0.140121,0.106876,-0.197701,0.272222,-0.029001,-0.466454,0.556250,0.369282,-0.068985,-0.432255,-0.143376,0.135086,0.397205,-0.079108,0.381930,0.304924,-0.182353,-0.174242,0.349842,-0.096384,0.185365,-0.280171,-0.526688,-0.185844,-0.111827,-0.069187,-0.084122,0.142707,-0.226352,-0.267136,-0.279724,0.000198,0.711057,-0.109224,-0.024179,-0.312987,-0.075311,0.054012,-0.488042,-0.279807,0.181548,-0.007709,0.338621,-0.241846,-0.397842,-0.079200,-0.418931,0.161277,0.554228,-0.130599,0.021596,-0.270072,0.477790,0.085532,-0.418756,-0.137204,-0.204110,0.402033,0.141348,-0.305715,0.131340,0.107767,0.158043,0.263150,-0.031322,0.277862,-0.104991,-0.118000,-0.069417,-0.145230,0.317631,-0.314985,-0.083963,-0.174413,-0.330877,0.281290,-0.084801,-0.387053,-0.477896,-0.030216,0.187439,0.211268,0.422352,0.200057,-0.287860,-0.429442,0.456906,-0.401179,-0.287676,-0.229610,0.098537,0.270674,-0.174672,-0.126257,0.183844,0.032774,-0.210507,0.589338,0.070065,0.035622,-0.149679,-0.148178,0.053870,0.331559,-0.011362,0.116023,-0.150206,0.075753,-0.119034,0.351907,0.413135,0.617737,-0.003679,-0.301887,-0.025312,-0.075416,0.158572,-0.033941,0.153079,-0.009754,-0.008893,0.061739,0.071257,0.167287,0.142795,-0.389678,0.304048,0.054214,0.036533,0.605420,0.049405,-0.071390,0.200818,-0.238948,-0.218956,-0.118556,0.335111,-0.455443,-0.024615,0.251878,0.002579,-0.229972,0.335273
0.379533,-0.181347,0.040471,-0.537502,0.001265,-0.091118,-0.409008,-0.008485,-0.056381,0.095018,-0.096103,0.218940,-0.198344,0.105851,-0.223254,-0.270497,-0.035486,0.201711,0.070359,-0.223463,0.157086,-0.086089,0.564978,0.123176,0.147973,-0.214954,0.051272,0.024920,0.121614,-0.086290,0.010746,-0.445867,0.224990,-0.202716,-0.435465,0.044798,0.208926,-0.069338,0.068828,-0.022835,-0.289202,0.024895,-0.095255,0.306428,-0.116835,-0.527052,-0.062837,-0.165498,0.138307,-0.386920,0.258977,-0.395147,-0.459754,0.378030,-0.092389,-0.079233,0.205972,0.043822,0.166514,-0.331026,0.138427,0.181651,-0.139342,0.254780,0.033673,-0.077791,-0.305475,-0.667431,0.021312,0.075964,-0.196072,-0.088593,-0.215552,-0.367144,0.228097,0.110064,0.311248,0.122385,-0.485020,-0.125254,0.052794,0.421522,0.300837,-0.233038,-0.089413,-0.070848,1.056472,0.174986,0.021543,0.264773,0.136928,0.424416,0.212178,0.215169,-0.008843,0.083591,0.028800,0.207719,-0.270282,0.506489,-0.268715,0.017612,-0.140384,-0.342947,0.120639,0.164846,-0.463635,-0.064334,-0.085051,0.440000,0.145500,0.549502,-0.124291,-0.302853,-0.157813,0.067518,-0.249674,-0.418336,0.218676,-0.306174,0.207525,-0.332414,-0.034952,-0.092426,0.291846,0.159221,0.336332,0.228854,-0.124186,-0.528015,-0.072870,0.052505,-0.064249,0.026621,-0.081485,0.169833,-0.145433,-0.245580,0.124859,0.633475,0.589967,-0.591690,-0.513067,0.287879,-0.233281,-0.197915,0.194883,0.318722,-0.183610,-0.414277,0.058983,0.108222,0.072963,-0.005778,-0.228741,0.326529,-0.112242,-0.172195,0.499447,-0.101917,0.095616,0.045470,-0.391809,0.207145,-0.410137,0.215658,-0.405231,0.006248,0.134330,-0.406876,-0.471432,0.356396
