,train_acc,train_loss,val_acc,val_loss
0,0.026013771996939557,5.700977367760119,0.0552584670231729,4.8380798902528594
1,0.21346595256312165,3.6567735153933745,0.08021390374331551,4.551227192190241
2,0.4269319051262433,2.68551074345785,0.1033868092691622,4.3864575571342375
3,0.6243305279265493,1.9595424528329903,0.1265597147950089,4.306535893370548
4,0.7719969395562356,1.4201859493883129,0.15151515151515152,4.258785516395501
5,0.8599846977811783,1.0432715453121986,0.16042780748663102,4.261575240714877
6,0.9020657995409334,0.7719620043937724,0.1639928698752228,4.274950160912226
7,0.9410864575363428,0.5882378995885992,0.1622103386809269,4.364051995642895
8,0.9648048967100229,0.429208563283006,0.1586452762923351,4.449879715149415
9,0.9755164498852333,0.3344853643182588,0.1729055258467023,4.486167183534347
10,0.9869931140015302,0.26981683546291024,0.1764705882352941,4.535489663720768
11,0.990053557765876,0.2116871717590454,0.1550802139037433,4.7383837283401355
12,0.9877582249426167,0.1650291974837988,0.1818181818181818,4.718384205551283
13,0.9954093343534812,0.13842758475913286,0.1639928698752228,4.720051427151005
14,0.9969395562356541,0.11449160043210042,0.1711229946524064,4.879469524730336
15,0.9969395562356541,0.09763173860737907,0.17825311942959002,4.887969401218462
16,0.9969395562356541,0.07915407197881995,0.17825311942959002,5.049579057676482
17,0.9969395562356541,0.07329044264741955,0.1800356506238859,5.074575162401386
18,0.9954093343534812,0.06222608655351966,0.1889483065953654,5.176125839219798
19,0.9977046671767406,0.05081256640207111,0.1729055258467023,5.253176986639938
20,0.998469778117827,0.04950446811131991,0.1675579322638146,5.3703444713789725
21,0.9977046671767406,0.04160205420041094,0.17825311942959002,5.343641423924084
22,0.998469778117827,0.03605083092924581,0.18716577540106952,5.34303205833503
23,0.998469778117827,0.03464779656632663,0.1800356506238859,5.563636400695366
24,0.998469778117827,0.02804212895091609,0.1853832442067736,5.417690149603043
25,0.998469778117827,0.02926888916457632,0.1907308377896613,5.568760045709457
26,0.998469778117827,0.02771898617899557,0.1978609625668449,5.616844884427048
27,0.998469778117827,0.023227071058925727,0.1818181818181818,5.740954079517493
28,0.998469778117827,0.02342879507762281,0.1746880570409982,5.682091655153217
29,0.9992348890589136,0.019633021474478863,0.1907308377896613,5.660251338639148
30,0.9992348890589136,0.019353707575195774,0.19607843137254902,5.847750820153112
31,0.9977046671767406,0.02091202731140944,0.1729055258467023,5.981745493815757
32,1.0,0.013776275138502518,0.20855614973262032,5.722215861560189
33,1.0,0.013603301834979173,0.1818181818181818,6.034665444317986
34,1.0,0.01143014477075996,0.1889483065953654,6.164810080366764
35,0.9992348890589136,0.012825438513972047,0.17825311942959002,6.115673541172728
36,0.9992348890589136,0.010609166961118391,0.18716577540106952,6.3448658176496915
37,0.9992348890589136,0.01383473683840167,0.1907308377896613,6.256831830410609
38,0.9992348890589136,0.012071574723448494,0.1836007130124777,6.388681177149482
39,0.998469778117827,0.010059950484996825,0.18716577540106952,6.233795096317502
