,train_loss,val_loss,train_acc,val_acc
0,5.891404679403351,4.793871406380457,0.014354066985645933,0.04580152671755725
1,3.687462864195901,4.514668271741794,0.23636363636363636,0.07251908396946564
2,2.6779887733276952,4.3702830649514235,0.4641148325358852,0.13358778625954199
3,1.9008751041010807,4.285974018446362,0.6717703349282297,0.1450381679389313
4,1.3481011063288273,4.242610043241777,0.8047846889952154,0.1450381679389313
5,0.967044489121323,4.2804580681196605,0.891866028708134,0.14885496183206107
6,0.6940340160753168,4.287329793886374,0.9301435406698565,0.13740458015267176
7,0.4962518434205124,4.362555980682373,0.9655502392344498,0.16030534351145037
8,0.36403519899080816,4.41048782654391,0.9818181818181818,0.16030534351145037
9,0.28040801135546856,4.4721727844413,0.9913875598086125,0.16030534351145037
10,0.21406875875863163,4.5647227199933,0.9933014354066986,0.16030534351145037
11,0.15651093391282705,4.595238980446153,0.9971291866028709,0.16412213740458015
12,0.14066885388924175,4.707499606008748,0.9971291866028709,0.16030534351145037
13,0.1036434069774938,4.74595766213104,0.999043062200957,0.15267175572519084
14,0.08357758866400239,4.75359613112821,0.999043062200957,0.16793893129770993
15,0.06765713390479818,4.933189122731449,1.0,0.15267175572519084
16,0.05726337788991951,4.920414957381387,0.999043062200957,0.183206106870229
17,0.051365443802122296,5.0485356199832365,1.0,0.17175572519083968
18,0.03870674559944554,5.052303223209527,0.999043062200957,0.18702290076335878
19,0.04116696277588749,5.200017532319513,0.9980861244019139,0.19083969465648853
20,0.02981719318688201,5.263451026596186,1.0,0.14885496183206107
21,0.023210819397103843,5.283726419201334,1.0,0.16412213740458015
22,0.022857272026071136,5.3126230822264695,1.0,0.17175572519083968
23,0.02056605588092188,5.49397792160966,1.0,0.17175572519083968
24,0.019807723187730074,5.457471953093551,0.999043062200957,0.1946564885496183
25,0.016663602326047477,5.482385762775217,1.0,0.17938931297709923
26,0.013984051880172708,5.68739678477513,1.0,0.16793893129770993
27,0.011924755621844073,5.663664151694029,1.0,0.18702290076335878
28,0.012757417249034324,5.731744849954852,1.0,0.183206106870229
29,0.010181159022571653,5.692134434940251,1.0,0.183206106870229
30,0.010895814553669622,6.019129603873682,1.0,0.16030534351145037
31,0.009057008487096672,5.845153965112817,1.0,0.20229007633587787
32,0.006399422271720815,5.979665927304566,1.0,0.183206106870229
33,0.007290421814421575,5.989160916277471,0.999043062200957,0.17175572519083968
34,0.005899088535876722,6.140518119316975,1.0,0.1564885496183206
35,0.005521859062844486,6.241789679490883,1.0,0.16030534351145037
36,0.007098011046193504,6.206251999804082,1.0,0.17557251908396945
37,0.004807063158931273,6.165098139347921,1.0,0.183206106870229
38,0.005199089558888672,6.379283035074481,1.0,0.183206106870229
39,0.004166658169536464,6.398281093772131,1.0,0.16030534351145037
